0
1호선_동대문
1호선_동묘앞
1호선_서울역
1호선_시청
1호선_신설동
1호선_제기동
1호선_종각
1호선_종로3가
1호선_종로5가
1호선_청량리(서울시립대입구)
2호선_강남
2호선_강변(동서울터미널)
2호선_건대입구
2호선_교대(법원.검찰청)
2호선_구로디지털단지
2호선_구의(광진구청)
2호선_낙성대(강감찬)
2호선_당산
2호선_대림(구로구청)
2호선_동대문역사문화공원(DDP)
2호선_뚝섬
2호선_문래
2호선_방배
2호선_봉천
2호선_사당
2호선_삼성(무역센터)
2호선_상왕십리
2호선_서울대입구(관악구청)
2호선_서초
2호선_선릉
2호선_성수
2호선_시청
2호선_신당
2호선_신대방
2호선_신도림
2호선_신림
2호선_신촌
2호선_아현
2호선_역삼
2호선_영등포구청
2호선_왕십리(성동구청)
2호선_을지로3가
2호선_을지로4가
2호선_을지로입구
2호선_이대
2호선_잠실(송파구청)
2호선_잠실나루
2호선_잠실새내
2호선_종합운동장
2호선_충정로(경기대입구)
2호선_한양대
2호선_합정
2호선_홍대입구
3호선_가락시장
3호선_경복궁(정부서울청사)
3호선_경찰병원
3호선_고속터미널
3호선_교대(법원.검찰청)
3호선_구파발
3호선_금호
3호선_남부터미널(예술의전당)
3호선_녹번
3호선_대청
3호선_대치
3호선_도곡
3호선_독립문
3호선_동대입구
3호선_매봉
3호선_무악재
3호선_불광
3호선_수서
3호선_신사
3호선_안국
3호선_압구정
3호선_약수
3호선_양재(서초구청)
3호선_연신내
3호선_오금
3호선_옥수
3호선_을지로3가
3호선_일원
3호선_잠원
3호선_종로3가
3호선_지축
3호선_학여울
3호선_홍제
4호선_길음
4호선_남태령
4호선_노원
4호선_당고개
4호선_동대문
4호선_동대문역사문화공원(DDP)
4호선_동작(현충원)
4호선_명동
4호선_미아(서울사이버대학)
4호선_미아사거리
4호선_사당
4호선_삼각지
4호선_상계
4호선_서울역
4호선_성신여대입구(돈암)
4호선_수유(강북구청)
4호선_숙대입구(갈월)
4호선_신용산
4호선_쌍문
4호선_이촌(국립중앙박물관)
4호선_창동
4호선_총신대입구(이수)
4호선_충무로
4호선_한성대입구(삼선교)
4호선_혜화
4호선_회현(남대문시장)
5호선_강동
5호선_강일
5호선_개화산
5호선_고덕
5호선_공덕
5호선_광나루(장신대)
5호선_광화문(세종문화회관)
5호선_군자(능동)
5호선_굽은다리(강동구민회관앞)
5호선_길동
5호선_김포공항
5호선_까치산
5호선_답십리
5호선_동대문역사문화공원(DDP)
5호선_마곡
5호선_마장
5호선_마포
5호선_명일
5호선_목동
5호선_미사
5호선_발산
5호선_방화
5호선_상일동
5호선_서대문
5호선_송정
5호선_신금호
5호선_신길
5호선_신정(은행정)
5호선_아차산(어린이대공원후문)
5호선_애오개
5호선_양평
5호선_여의나루
5호선_여의도
5호선_영등포구청
5호선_영등포시장
5호선_오목교(목동운동장앞)
5호선_왕십리(성동구청)
5호선_우장산
5호선_을지로4가
5호선_장한평
5호선_종로3가
5호선_천호(풍납토성)
5호선_청구
5호선_충정로(경기대입구)
5호선_하남검단산
5호선_하남풍산
5호선_행당
5호선_화곡
6호선_고려대(종암)
6호선_공덕
6호선_광흥창(서강)
6호선_구산
6호선_녹사평(용산구청)
6호선_대흥(서강대앞)
6호선_독바위
6호선_돌곶이
6호선_동묘앞
6호선_디지털미디어시티
6호선_마포구청
6호선_망원
6호선_버티고개
6호선_보문
6호선_봉화산(서울의료원)
6호선_불광
6호선_삼각지
6호선_상수
6호선_상월곡(한국과학기술연구원)
6호선_새절(신사)
6호선_석계
6호선_신당
6호선_안암(고대병원앞)
6호선_약수
6호선_역촌
6호선_월곡(동덕여대)
6호선_월드컵경기장(성산)
6호선_응암
6호선_이태원
6호선_증산(명지대앞)
6호선_창신
6호선_청구
6호선_태릉입구
6호선_한강진
6호선_합정
6호선_화랑대(서울여대입구)
6호선_효창공원앞
7호선_가산디지털단지
7호선_강남구청
7호선_건대입구
7호선_고속터미널
7호선_공릉(서울과학기술대)
7호선_광명사거리
7호선_군자(능동)
7호선_남구로
7호선_남성
7호선_내방
7호선_노원
7호선_논현
7호선_대림(구로구청)
7호선_도봉산
7호선_뚝섬유원지
7호선_마들
7호선_먹골
7호선_면목
7호선_반포
7호선_보라매
7호선_사가정
7호선_상도
7호선_상봉(시외버스터미널)
7호선_수락산
7호선_숭실대입구(살피재)
7호선_신대방삼거리
7호선_신풍
7호선_어린이대공원(세종대)
7호선_온수(성공회대입구)
7호선_용마산(용마폭포공원)
7호선_이수
7호선_장승배기
7호선_장암
7호선_중계
7호선_중곡
7호선_중화
7호선_천왕
7호선_철산
7호선_청담
7호선_태릉입구
7호선_하계
7호선_학동
8호선_가락시장
8호선_강동구청
8호선_남한산성입구(성남법원.검찰청)
8호선_단대오거리
8호선_모란
8호선_몽촌토성(평화의문)
8호선_문정
8호선_복정
8호선_산성
8호선_석촌
8호선_송파
8호선_수진
8호선_신흥
8호선_암사
8호선_잠실(송파구청)
8호선_장지
8호선_천호(풍납토성)
